Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
cadillac srx,68850,0.285042368,Positive,cadillac srx,The Gift,2004 cadillac srx,1,cadillac srx,66,"$43,787,265 ",STX Entertainment,2015,0,1,1,66,1
cadillac xts,23112,-0.050256832,Negative,cadillac xts,The Perfect Guy,2013 cadillac xts,3,cadillac xts,51,"$57,027,435 ",Screen Gems,2015,1,1,2,51,3
chevrolet avalanche,8,-0.913043478,Negative,chevrolet avalanche,Kingsman: The Secret Service,2007 chevrolet avalanche,1,chevrolet avalanche,23,"$128,261,724 ",Twentieth Century Fox,2015,0,1,1,23,1
chevrolet camaro,77502,-0.101915478,Negative,chevrolet camaro,Furious 7,1967 chevrolet camaro,3,chevrolet camaro,5,"$353,007,020 ",Universal Pictures,2015,3,8,11,5,3
chevrolet caprice ppv,1845,-0.504963778,Negative,0,,,,,,,,2015,,,,,
chevrolet captiva sport,55,-0.998444922,Negative,0,,,,,,,,2015,,,,,
chevrolet city express,10283,18.40188679,Positive,0,,,,,,,,2015,,,,,
chevrolet colorado,84430,9.549793827,Positive,0,,,,,,,,2015,,,,,
chevrolet corvette,33329,-0.043342231,Negative,chevrolet corvette,Entourage,2014 chevrolet corvette stingray c7,3,chevrolet corvette,80,"$32,363,404 ",Warner Bros.,2015,1,4,5,80,3
chevrolet cruze,226602,-0.170138431,Negative,chevrolet cruze,Fifty Shades of Grey,2011 chevrolet cruze,1,chevrolet cruze,17,"$166,167,230 ",Universal Pictures,2015,0,5,5,17,1
chevrolet equinox,277589,0.145916067,Positive,chevrolet equinox,Furious 7,2010 chevrolet equinox,1,chevrolet equinox,5,"$353,007,020 ",Universal Pictures,2015,0,2,2,5,1
chevrolet express,63382,-0.201255167,Negative,chevrolet express,Pitch Perfect 2,2003 chevrolet express,2,chevrolet express,13,"$183,785,415 ",Universal Pictures,2015,0,2,2,13,2
chevrolet impala,116825,-0.167201312,Negative,chevrolet impala,Straight Outta Compton,1964 chevrolet impala convertible,3,chevrolet impala,19,"$161,197,785 ",Universal Pictures,2015,2,27,29,19,3
chevrolet malibu,194854,0.03360404,Positive,chevrolet malibu,Sisters,2013 chevrolet malibu,3,chevrolet malibu,59,"$49,123,380 ",Universal Pictures,2015,1,13,14,59,3
chevrolet ss,2895,0.167809601,Positive,0,,,,,,,,2015,,,,,
chevrolet silverado,600544,0.133625921,Positive,chevrolet silverado,Tomorrowland,2014 chevrolet silverado,3,chevrolet silverado,29,"$93,436,322 ",Walt Disney Studios Motion Pictures,2015,2,7,9,29,3
chevrolet sonic,64775,-0.307352595,Negative,chevrolet sonic,Ant-Man,2012 chevrolet sonic,1,chevrolet sonic,14,"$180,202,163 ",Walt Disney Studios Motion Pictures,2015,0,1,1,14,1
chevrolet spark,32853,-0.161035777,Negative,chevrolet spark,The Perfect Guy,2013 chevrolet spark,1,chevrolet spark,51,"$57,027,435 ",Screen Gems,2015,0,1,1,51,1
chevrolet suburban,50866,-0.075314948,Negative,chevrolet suburban,Furious 7,2010 chevrolet suburban,3,chevrolet suburban,5,"$353,007,020 ",Universal Pictures,2015,3,11,14,5,3
chevrolet tahoe,88342,-0.096023576,Negative,chevrolet tahoe,War Room,2007 chevrolet tahoe,4,chevrolet tahoe,42,"$67,790,117 ",TriStar Pictures,2015,5,10,15,42,4
chevrolet traverse,119945,0.153949761,Positive,chevrolet traverse,Black Mass,2013 chevrolet traverse,2,chevrolet traverse,49,"$62,575,678 ",Warner Bros.,2015,0,2,2,49,2
chevrolet trax,63030,84.29093369,Positive,0,,,,,,,,2015,,,,,
chevrolet volt,15393,-0.181441106,Negative,chevrolet volt,Tomorrowland,2016 chevrolet volt,2,chevrolet volt,29,"$93,436,322 ",Walt Disney Studios Motion Pictures,2015,0,2,2,29,2
chrysler 200,177889,0.515716197,Positive,chrysler 200,Taken 3,2011 chrysler 200,2,chrysler 200,32,"$89,256,424 ",Twentieth Century Fox,2015,0,7,7,32,2
chrysler 300,53109,-0.005114083,Negative,chrysler 300,Taken 3,2005 chrysler 300,2,chrysler 300,32,"$89,256,424 ",Twentieth Century Fox,2015,0,5,5,32,2
chrysler town & country,93848,-0.32013909,Negative,chrysler town & country,Furious 7,2011 chrysler town & country,2,chrysler town & country,5,"$353,007,020 ",Universal Pictures,2015,0,15,15,5,2
dodge avenger,1268,-0.97547626,Negative,dodge avenger,Tomorrowland,2012 dodge avenger,1,dodge avenger,29,"$93,436,322 ",Walt Disney Studios Motion Pictures,2015,0,4,4,29,1
dodge challenger,66365,0.285869291,Positive,dodge challenger,The Boy Next Door,2013 dodge challenger srt-8,4,dodge challenger,73,"$35,423,380 ",Universal Pictures,2015,3,3,6,73,4
dodge charger,94725,0.006652568,Positive,dodge charger,Furious 7,1970 dodge charger r/t,3,dodge charger,5,"$353,007,020 ",Universal Pictures,2015,7,18,25,5,3
dodge dart,87392,0.04214267,Positive,dodge dart,Ted 2,2013 dodge dart,4,dodge dart,34,"$81,476,385 ",Universal Pictures,2015,2,2,4,34,4
dodge durango,64186,-0.003292028,Negative,dodge durango,Focus,2014 dodge durango,3,dodge durango,54,"$53,862,963 ",Warner Bros.,2015,1,0,1,54,3
dodge grand caravan,97141,-0.275888544,Negative,dodge grand caravan,Poltergeist,2008 dodge grand caravan,3,dodge grand caravan,60,"$47,425,125 ",Twentieth Century Fox,2015,1,3,4,60,3
dodge journey,105400,0.126405335,Positive,dodge journey,Entourage,2011 dodge journey,1,dodge journey,80,"$32,363,404 ",Warner Bros.,2015,0,1,1,80,1
dodge viper,676,-0.110526316,Negative,dodge viper,Furious 7,dodge viper srt-10,2,dodge viper,5,"$353,007,020 ",Universal Pictures,2015,0,1,1,5,2
fiat 500,25084,-0.25584431,Negative,fiat 500,Spectre,2011 fiat 500,2,fiat 500,11,"$197,102,585 ",Sony Pictures Entertainment (SPE),2015,0,8,8,11,2
fiat 500l,7863,-0.366551196,Negative,fiat 500l,The Boy Next Door,2014 fiat 500l trekking,3,fiat 500l,73,"$35,423,380 ",Universal Pictures,2015,1,1,2,73,3
ford c-max,21768,-0.211161442,Negative,ford c-max,Night at the Museum: Secret of the Tomb,2013 ford c-max hybrid,2,ford c-max,65,"$44,392,039 ",Twentieth Century Fox,2015,0,2,2,65,2
ford e-series,50788,-0.508168463,Negative,ford e-series,Terminator Genisys,2003 ford e-series,3,ford e-,31,"$89,760,956 ",Paramount Pictures,2015,2,15,17,31,3
ford edge,124120,0.140138154,Positive,ford edge,Ant-Man,2011 ford edge,1,ford edge,14,"$180,202,163 ",Walt Disney Studios Motion Pictures,2015,0,3,3,14,1
ford escape,306492,0.000914399,Positive,ford escape,Furious 7,2013 ford escape,2,ford escape,5,"$353,007,020 ",Universal Pictures,2015,0,11,11,5,2
ford expedition,41443,-0.071450977,Negative,ford expedition,Sicario,2007 ford expedition gen.3,2,ford expedition,62,"$46,770,373 ",Lionsgate,2015,0,1,1,62,2
ford explorer,249251,0.186943436,Positive,ford explorer,Sinister 2,1999 ford explorer,3,ford explorer,87,"$27,740,955 ",Focus Features,2015,4,21,25,87,3
ford explorer police interceptor ,24942,0.207552651,Positive,ford explorer,,,,,,,,2015,,,,,
ford f-series,780354,0.035156815,Positive,ford f-series,The Longest Ride,1996 ford f-350,4,ford f-,72,"$37,446,117 ",Twentieth Century Fox,2015,7,42,49,72,4
ford fiesta,64458,0.020034182,Positive,ford fiesta,Mission: Impossible - Rogue Nation,2009 ford fiesta mkvi,1,ford fiesta,12,"$195,042,377 ",Paramount Pictures,2015,0,10,10,12,1
ford flex,19570,-0.178490471,Negative,ford flex,Daddy's Home,2009 ford flex,4,ford flex,46,"$64,684,278 ",Paramount Pictures,2015,1,1,2,46,4
ford focus,202478,-0.078111768,Negative,ford focus,Chappie,2005 ford focus mkii,2,ford focus,82,"$31,569,268 ",Sony Pictures Entertainment (SPE),2015,0,12,12,82,2
ford fusion,300170,-0.021801473,Negative,ford fusion,Alvin and the Chipmunks: The Road Chip,2013 ford fusion,4,ford fusion,53,"$55,575,427 ",Twentieth Century Fox,2015,1,5,6,53,4
ford mustang,122349,0.480595389,Positive,ford mustang,Creed,1967 ford mustang,3,ford mustang,28,"$99,385,165 ",Warner Bros.,2015,4,15,19,28,3
ford taurus,48816,-0.220552779,Negative,ford taurus,Joy,1994 ford taurus,3,ford taurus,86,"$28,310,094 ",Twentieth Century Fox,2015,1,15,16,86,3
ford taurus police interceptor,9765,-0.045827633,Negative,ford taurus,,,,,,,,2015,,,,,
ford transit,117577,4.750048905,Positive,ford transit,Paddington,2007 ford transit mkv,2,ford transit,37,"$76,271,832 ",-,2015,0,1,1,37,2
ford transit connect,52221,0.20853969,Positive,ford transit connect,Pixels,2014 ford transit connect,3,ford transit connect,36,"$78,747,585 ",Sony Pictures Entertainment (SPE),2015,1,2,3,36,3
gmc acadia,96393,0.147918354,Positive,0,,,,,,,,2015,,,,,
gmc canyon,30077,8.797068404,Positive,0,,,,,,,,2015,,,,,
gmc savana,21992,-0.174505462,Negative,gmc savana,Daddy's Home,2003 gmc savana,2,gmc savana,46,"$64,684,278 ",Paramount Pictures,2015,0,4,4,46,2
gmc sierra,224139,0.058092932,Positive,gmc sierra,Jupiter Ascending,2003 gmc sierra,1,gmc sierra,61,"$47,387,723 ",Warner Bros.,2015,0,1,1,61,1
gmc terrain,112030,0.066789823,Positive,gmc terrain,Taken 3,2010 gmc terrain,1,gmc terrain,32,"$89,256,424 ",Twentieth Century Fox,2015,0,1,1,32,1
gmc yukon,42732,0.027977579,Positive,gmc yukon,San Andreas,2000 gmc yukon,1,gmc yukon,20,"$155,190,832 ",Warner Bros.,2015,0,3,3,20,1
gmc yukon xl,31334,0.053172896,Positive,gmc yukon xl,Kingsman: The Secret Service,2000 gmc yukon xl,1,gmc yukon xl,23,"$128,261,724 ",Twentieth Century Fox,2015,0,1,1,23,1
honda accord,355557,-0.084498447,Negative,honda accord,Taken 3,1998 honda accord coupé,3,honda accord,32,"$89,256,424 ",Twentieth Century Fox,2015,1,20,21,32,3
honda cr-v,345647,0.031723574,Positive,honda cr-v,Fifty Shades of Grey,1997 honda cr-v,1,honda cr-v,17,"$166,167,230 ",Universal Pictures,2015,0,4,4,17,1
honda cr-z,3073,-0.137282426,Negative,0,,,,,,,,2015,,,,,
honda civic,335384,0.028845239,Positive,honda civic,Sicario,1996 honda civic,2,honda civic,62,"$46,770,373 ",Lionsgate,2015,0,22,22,62,2
honda crosstour,9104,-0.228605321,Negative,0,,,,,,,,2015,,,,,
honda fcx,2,0,Negative,0,,,,,,,,2015,,,,,
honda fit,52724,-0.111493091,Negative,honda fit,Goosebumps,2009 honda fit,1,honda fit,35,"$79,132,868 ",Sony Pictures Entertainment (SPE),2015,0,3,3,35,1
honda insight,1458,-0.632282472,Negative,0,,,,,,,,2015,,,,,
honda odyssey,127736,0.040720885,Positive,honda odyssey,Paper Towns,1999 honda odyssey,4,honda odyssey,81,"$32,000,304 ",Twentieth Century Fox,2015,1,9,10,81,4
honda pilot,136212,0.251292981,Positive,honda pilot,The Visit,2004 honda pilot,1,honda pilot,45,"$65,206,105 ",Universal Pictures,2015,0,3,3,45,1
honda ridgeline,520,-0.961162148,Negative,honda ridgeline,The Intern,2012 honda ridgeline,1,honda ridgeline,38,"$75,574,886 ",Warner Bros.,2015,0,2,2,38,1
hyundai accent,61486,-0.028795274,Negative,hyundai accent,Ant-Man,2006 hyundai accent,2,hyundai accent,14,"$180,202,163 ",Walt Disney Studios Motion Pictures,2015,0,7,7,14,2
hyundai azera,5539,-0.234098451,Negative,hyundai azera,Furious 7,2012 hyundai azera,1,hyundai azera,5,"$353,007,020 ",Universal Pictures,2015,0,3,3,5,1
hyundai elantra,241706,0.088652977,Positive,hyundai elantra,Furious 7,2012 hyundai elantra,1,hyundai elantra,5,"$353,007,020 ",Universal Pictures,2015,0,11,11,5,1
hyundai equus,2332,-0.317130307,Negative,hyundai equus,Avengers: Age of Ultron,1999 hyundai equus,1,hyundai equus,3,"$459,005,868 ",Walt Disney Studios Motion Pictures,2015,0,1,1,3,1
hyundai genesis,31374,0.046078954,Positive,hyundai genesis,The Intern,2009 hyundai genesis,1,hyundai genesis,38,"$75,574,886 ",Warner Bros.,2015,0,1,1,38,1
hyundai santa fe,118134,0.094786203,Positive,hyundai santa fe,San Andreas,2012 hyundai santa fe,2,hyundai santa fe,20,"$155,190,832 ",Warner Bros.,2015,0,5,5,20,2
hyundai sonata,213303,-0.016746875,Negative,hyundai sonata,Avengers: Age of Ultron,2002 hyundai sonata,2,hyundai sonata,3,"$459,005,868 ",Walt Disney Studios Motion Pictures,2015,0,11,11,3,2
hyundai tucson,63591,0.344248087,Positive,hyundai tucson,The SpongeBob Movie: Sponge Out of Water,2010 hyundai tucson,1,hyundai tucson,18,"$162,994,032 ",Paramount Pictures,2015,0,4,4,18,1
hyundai veloster,24245,-0.121494311,Negative,0,,,,,,,,2015,,,,,
infiniti q40,8605,-0.448043618,Negative,0,,,,,,,,2015,,,,,
infiniti q50,43874,0.189029513,Positive,0,,,,,,,,2015,,,,,
infiniti q60,3949,-0.489793282,Negative,0,,,,,,,,2015,,,,,
infiniti q70/m,8449,0.678386969,Positive,0,,,,,,,,2015,,,,,
infiniti ex/qx50,5468,1.005133847,Positive,0,,,,,,,,2015,,,,,
infiniti qx70/fx,5737,0.100517936,Positive,infiniti qx70/fx,Taken 3,2003 infiniti fx,1,infiniti fx,32,"$89,256,424 ",Twentieth Century Fox,2015,0,2,2,32,1
infiniti qx80/qx56,15646,0.209586394,Positive,infiniti qx80/qx56,Trainwreck,2004 infiniti qx56,1,infiniti qx56,27,"$110,212,700 ",Universal Pictures,2015,0,2,2,27,1
jaguar f-type,4629,0.125729572,Positive,jaguar f-type,Furious 7,2015 jaguar f-type r coupé [x152],2,jaguar f-type,5,"$353,007,020 ",Universal Pictures,2015,0,3,3,5,2
jaguar xf,5933,0.009013605,Positive,jaguar xf,Spy,2012 jaguar xf [x250],1,jaguar xf,25,"$110,825,712 ",Twentieth Century Fox,2015,0,2,2,25,1
jaguar xj,3611,-0.165858166,Negative,jaguar xj,Spectre,2004 jaguar xj [x350],3,jaguar xj,11,"$197,102,585 ",Sony Pictures Entertainment (SPE),2015,2,4,6,11,3
jaguar xk,293,-0.798209366,Negative,jaguar xk,Get Hard,jaguar xk [x150],1,jaguar xk,30,"$90,411,453 ",Warner Bros.,2015,0,2,2,30,1
jeep cherokee,220260,0.233894279,Positive,jeep cherokee,Kingsman: The Secret Service,1997 jeep cherokee,2,jeep cherokee,23,"$128,261,724 ",Twentieth Century Fox,2015,0,4,4,23,2
jeep compass,66698,0.088698093,Positive,jeep compass,Furious 7,2014 jeep compass,1,jeep compass,5,"$353,007,020 ",Universal Pictures,2015,0,2,2,5,1
jeep grand cherokee,195958,0.066229201,Positive,jeep grand cherokee,The Age of Adaline,2005 jeep grand cherokee,3,jeep grand cherokee,70,"$42,629,776 ",Lionsgate,2015,2,7,9,70,3
jeep patriot,118464,0.26750979,Positive,jeep patriot,Tomorrowland,2011 jeep patriot,1,jeep patriot,29,"$93,436,322 ",Walt Disney Studios Motion Pictures,2015,0,1,1,29,1
jeep wrangler,202702,0.156130224,Positive,jeep wrangler,Jurassic World,1992 jeep wrangler,3,jeep wrangler,1,"$652,270,625 ",Universal Pictures,2015,3,5,8,1,3
kia cadenza,7343,-0.207618431,Negative,0,,,,,,,,2015,,,,,
kia forte,78919,0.13821103,Positive,kia forte,Fantastic Four,2010 kia forte,1,kia forte,52,"$56,117,548 ",Twentieth Century Fox,2015,0,5,5,52,1
kia k900,2524,0.897744361,Positive,0,,,,,,,,2015,,,,,
kia optima,159414,0.002477676,Positive,kia optima,Ant-Man,2011 kia optima,1,kia optima,14,"$180,202,163 ",Walt Disney Studios Motion Pictures,2015,0,5,5,14,1
kia rio,23742,-0.339270309,Negative,kia rio,Fifty Shades of Grey,2012 kia rio5,1,kia rio,17,"$166,167,230 ",Universal Pictures,2015,0,3,3,17,1
kia sedona,36755,1.523168806,Positive,kia sedona,Paul Blart: Mall Cop 2,2002 kia sedona,2,kia sedona,40,"$71,038,190 ",Sony Pictures Entertainment (SPE),2015,0,1,1,40,2
kia sorento,116249,0.133915334,Positive,kia sorento,Daddy's Home,2011 kia sorento,2,kia sorento,46,"$64,684,278 ",Paramount Pictures,2015,0,2,2,46,2
kia soul,147133,0.012503785,Positive,kia soul,Goosebumps,2011 kia soul,2,kia soul,35,"$79,132,868 ",Sony Pictures Entertainment (SPE),2015,0,4,4,35,2
kia sportage,53739,0.251344743,Positive,kia sportage,Pitch Perfect 2,2004 kia sportage,2,kia sportage,13,"$183,785,415 ",Universal Pictures,2015,0,5,5,13,2
land rover discovery / lr4,9031,0.930113272,Positive,land rover discovery ,,,,,,,,2015,,,,,
land rover lr2,77,-0.978723404,Negative,0,,,,,,,,2015,,,,,
land rover range rover,17821,0.389010133,Positive,land rover range rover,The Martian,2013 land-rover range rover series iv,2,land-rover range rover,9,"$225,345,353 ",Twentieth Century Fox,2015,0,7,7,9,2
land rover range rover evoque,14583,0.172266881,Positive,land rover range rover,,,,,,,,2015,,,,,
land rover range rover sport,21459,0.19902777,Positive,land rover range rover sport,Spectre,2015 land-rover range rover sport svr,3,land-rover range rover sport,11,"$197,102,585 ",Sony Pictures Entertainment (SPE),2015,1,5,6,11,3
lexus ct200h,14657,-0.170655803,Negative,0,,,,,,,,2015,,,,,
lexus es/es350,64969,-0.103974734,Negative,lexus es/es350,Furious 7,2013 lexus es,1,lexus es,5,"$353,007,020 ",Universal Pictures,2015,0,10,10,5,1
lexus gs,23117,0.041400126,Positive,lexus gs,Kingsman: The Secret Service,2013 lexus gs 450h,1,lexus gs,23,"$128,261,724 ",Twentieth Century Fox,2015,0,1,1,23,1
lexus gx/gx460,25212,0.111395195,Positive,lexus gx/gx460,The Gift,2014 lexus gx 460,1,lexus gx,66,"$43,787,265 ",STX Entertainment,2015,0,1,1,66,1
lexus is,46430,-0.095953892,Negative,lexus is,The Gift,2011 lexus is,1,lexus is,66,"$43,787,265 ",STX Entertainment,2015,0,3,3,66,1
lexus lfa,9,-0.470588235,Negative,0,,,,,,,,2015,,,,,
lexus ls,7165,-0.162869494,Negative,lexus ls,Straight Outta Compton,1993 lexus ls 400,1,lexus ls,19,"$161,197,785 ",Universal Pictures,2015,0,4,4,19,1
lexus lx/lx570,3884,-0.041461007,Negative,0,,,,,,,,2015,,,,,
lexus nx,43764,13.95182781,Positive,0,,,,,,,,2015,,,,,
lexus rc,14784,6.691987513,Positive,0,,,,,,,,2015,,,,,
lexus rx,100610,-0.064005954,Negative,lexus rx,Get Hard,2013 lexus rx 350,1,lexus rx,30,"$90,411,453 ",Warner Bros.,2015,0,2,2,30,1
lincoln mkc,24590,0.880400704,Positive,0,,,,,,,,2015,,,,,
lincoln mks,6877,-0.157230392,Negative,0,,,,,,,,2015,,,,,
lincoln mkt,4696,-0.021666667,Negative,0,,,,,,,,2015,,,,,
lincoln mkx/nautilus,22199,-0.074848927,Negative,lincoln mkx/nautilus,Pixels,2011 lincoln mkx,1,lincoln mkx,36,"$78,747,585 ",Sony Pictures Entertainment (SPE),2015,0,1,1,36,1
lincoln mkz,30901,-0.091387574,Negative,lincoln mkz,Alvin and the Chipmunks: The Road Chip,2013 lincoln mkz,1,lincoln mkz,53,"$55,575,427 ",Twentieth Century Fox,2015,0,2,2,53,1
lincoln navigator,11964,0.146745902,Positive,0,,,,,,,,2015,,,,,
mazda 2,297,-0.978185824,Negative,0,,,,,,,,2015,,,,,
mazda 3,107885,0.027622994,Positive,mazda 3,American Sniper,2007 mazda 3,1,mazda 3,6,"$348,797,073 ",Warner Bros.,2015,0,6,6,6,1
mazda 5,8609,-0.258675622,Negative,mazda 5,Fantastic Four,2008 mazda 5,1,mazda 5,52,"$56,117,548 ",Twentieth Century Fox,2015,0,2,2,52,1
mazda 6,57897,0.087798737,Positive,mazda 6,The Intern,2009 mazda 6,1,mazda 6,38,"$75,574,886 ",Warner Bros.,2015,0,1,1,38,1
mazda cx-5,111450,0.124371986,Positive,mazda cx-5,San Andreas,2013 mazda cx-5,1,mazda cx-5,20,"$155,190,832 ",Warner Bros.,2015,0,2,2,20,1
mazda cx-9,18048,-0.024221453,Negative,0,,,,,,,,2015,,,,,
mazda mx-5 miata,8591,0.810537408,Positive,mazda mx-5 miata,Entourage,1999 mazda mx-5 miata,1,mazda mx-5 miata,80,"$32,363,404 ",Warner Bros.,2015,0,2,2,80,1
mercedes-benz b-class,1906,1.456185567,Positive,0,,,,,,,,2015,,,,,
mercedes-benz c-class,86080,0.146739492,Positive,mercedes-benz c-class,Run All Night,2012 mercedes-benz c 63 amg [c204],2,mercedes-benz c,92,"$26,461,644 ",Warner Bros.,2015,0,7,7,92,2
mercedes-benz cl-class,54,-0.755656109,Negative,0,,,,,,,,2015,,,,,
mercedes-benz cla-class,29643,0.083245021,Positive,0,,,,,,,,2015,,,,,
