Year,Vehicle Original,Vehicle,Sales,% Change,Change,Car,Stars,Highest Star,Strong Appearance,Weak Appearance,Total Appearance,Release,Rank,Best Rank,Gross,Distributor
2010,acura mdx,acura mdx,47210,0.514208737,Positive,2007 acura mdx,1.0,1.0,0.0,2.0,2.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,acura rdx,,14975,0.474933517,Positive,,,,,,,,,,,
2010,acura rl,,2037,-0.002936858,Negative,,,,,,,,,,,
2010,acura tl,acura tl,34049,0.012760262,Positive,1999 acura tl,1.0,1.0,0.0,3.0,3.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,acura tsx,acura tsx,32076,0.119581152,Positive,2009 acura tsx,1.0,1.0,0.0,1.0,1.0,Jackass 3D,21.0,21.0,"$117,052,883 ",Paramount Pictures
2010,acura zdx,acura zdx,3259,40.25316456,Positive,2010 acura zdx,2.0,2.0,0.0,1.0,1.0,Iron Man 2,4.0,4.0,"$312,433,331 ",Paramount Pictures
2010,audi a3,audi a3,6558,0.692823955,Positive,2009 audi a3 cabriolet,2.0,2.0,0.0,2.0,2.0,Letters to Juliet,63.0,63.0,"$53,032,453 ",Summit Entertainment
2010,audi a4,audi a4,34672,-0.064688427,Negative,2005 audi a4 b7,2.0,2.0,0.0,3.0,3.0,Daybreakers,100.0,100.0,"$30,101,577 ",Lionsgate
2010,audi a5,audi a5,16379,0.671326531,Positive,2009 audi a5 sportback b8,2.0,2.0,0.0,2.0,2.0,The American,89.0,89.0,"$35,606,376 ",Focus Features
2010,audi a6,audi a6,8675,0.278367227,Positive,2005 faw-audi a6 l c6,2.0,2.0,0.0,2.0,2.0,The Karate Kid,11.0,11.0,"$176,591,618 ",Sony Pictures Entertainment (SPE)
2010,audi a8,audi a8,1521,0.039644566,Positive,2008 audi a8 l d3,3.0,3.0,1.0,1.0,2.0,Iron Man 2,4.0,4.0,"$312,433,331 ",Paramount Pictures
2010,audi q5,,23518,0.7054387240000001,Positive,,,,,,,,,,,
2010,audi q7,,7976,0.092752432,Positive,,,,,,,,,,,
2010,audi r8,audi r8,799,0.143061516,Positive,2008 audi r8,4.0,4.0,2.0,0.0,2.0,Date Night,28.0,28.0,"$98,711,404 ",Twentieth Century Fox
2010,audi tt,audi tt,1531,-0.20878553,Negative,2000 audi tt,1.0,1.0,0.0,2.0,2.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,bmw 1-series,bmw 1,13132,0.174387408,Positive,2008 bmw 1 cabriolet [e88],1.0,1.0,0.0,1.0,1.0,Cop Out,73.0,73.0,"$44,875,481 ",Warner Bros.
2010,bmw 3-series,bmw 3,100910,0.109388742,Positive,bmw 3 [e90],1.0,1.0,0.0,20.0,20.0,Iron Man 2,4.0,4.0,"$312,433,331 ",Paramount Pictures
2010,bmw 5-series,bmw 5,39488,-0.015482808999999998,Negative,2001 bmw 525i [e39],2.0,2.0,0.0,18.0,18.0,Eat Pray Love,38.0,38.0,"$80,574,010 ",Sony Pictures Entertainment (SPE)
2010,bmw 6-series,,2418,-0.31868131899999996,Negative,,,,,,,,,,,
2010,bmw 7-series,bmw 7,12253,0.324076075,Positive,2006 bmw 750li [e66],4.0,4.0,1.0,9.0,10.0,The Blind Side,57.0,57.0,"$59,396,157 ",Warner Bros.
2010,bmw x3,bmw x3,6075,0.0013186089999999999,Positive,2007 bmw x3 [e83],1.0,1.0,0.0,1.0,1.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,bmw x5,bmw x5,35776,0.32156181899999997,Positive,2004 bmw x5 [e53],3.0,3.0,1.0,6.0,7.0,The Blind Side,57.0,57.0,"$59,396,157 ",Warner Bros.
2010,bmw x6,,6257,0.30708168,Positive,,,,,,,,,,,
2010,bmw z4,bmw z4,3804,0.079761567,Positive,2006 bmw z4 [e85],2.0,2.0,0.0,1.0,1.0,Burlesque,87.0,87.0,"$37,403,047 ",Screen Gems
2010,buick enclave,buick enclave,55426,0.284495944,Positive,2008 buick enclave,1.0,1.0,0.0,1.0,1.0,Wall Street: Money Never Sleeps,65.0,65.0,"$52,474,616 ",Twentieth Century Fox
2010,buick lacrosse,buick lacrosse,61178,1.199223524,Positive,2005 buick lacrosse,2.0,2.0,0.0,1.0,1.0,RED,34.0,34.0,"$89,296,297 ",Summit Entertainment
2010,buick lucerne,buick lucerne,26459,-0.154448421,Negative,2006 buick lucerne,1.0,1.0,0.0,2.0,2.0,Percy Jackson & the Olympians: The Lightning Thief,35.0,35.0,"$88,768,303 ",Twentieth Century Fox
2010,cadillac cts,cadillac cts,45656,0.176185692,Positive,2004 cadillac cts,3.0,3.0,1.0,1.0,2.0,Valentine's Day,22.0,22.0,"$110,485,654 ",Warner Bros.
2010,cadillac dts,cadillac dts,18640,0.07559146,Positive,2006 cadillac dts,2.0,2.0,0.0,4.0,4.0,Grown Ups,13.0,13.0,"$162,001,186 ",Sony Pictures Entertainment (SPE)
2010,cadillac escalade,cadillac escalade,26874,0.038247566000000004,Positive,2005 cadillac escalade,3.0,3.0,2.0,7.0,9.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,cadillac srx,,51094,1.524781341,Positive,,,,,,,,,,,
2010,cadillac sts,,4473,-0.259069074,Negative,,,,,,,,,,,
2010,cadillac xlr,cadillac xlr,188,-0.76111817,Negative,2006 cadillac xlr,3.0,3.0,1.0,0.0,1.0,Takers,60.0,60.0,"$57,744,720 ",Screen Gems
2010,chevrolet avalanche,chevrolet avalanche,20515,0.248478578,Positive,2007 chevrolet avalanche,3.0,3.0,2.0,2.0,4.0,The Town,32.0,32.0,"$92,155,037 ",Warner Bros.
2010,chevrolet aveo,chevrolet aveo,48623,0.262410427,Positive,2005 chevrolet aveo,1.0,1.0,0.0,4.0,4.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,chevrolet camaro,chevrolet camaro,81299,0.318761355,Positive,1968 chevrolet camaro,2.0,2.0,0.0,5.0,5.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,chevrolet cobalt,chevrolet cobalt,97376,-0.070165387,Negative,2008 chevrolet cobalt,1.0,1.0,0.0,7.0,7.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,chevrolet colorado,chevrolet colorado,24642,-0.239749483,Negative,2009 chevrolet colorado,1.0,1.0,0.0,1.0,1.0,The Town,32.0,32.0,"$92,155,037 ",Warner Bros.
2010,chevrolet corvette,chevrolet corvette,12624,-0.09401464,Negative,1998 chevrolet corvette c5,3.0,3.0,2.0,1.0,3.0,Toy Story 3,2.0,2.0,"$415,004,880 ",Walt Disney Studios Motion Pictures
2010,chevrolet equinox,chevrolet equinox,149979,0.740945814,Positive,2005 chevrolet equinox,1.0,1.0,0.0,2.0,2.0,Date Night,28.0,28.0,"$98,711,404 ",Twentieth Century Fox
2010,chevrolet hhr,chevrolet hhr,75401,0.064354479,Positive,2006 chevrolet hhr,1.0,1.0,0.0,5.0,5.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,chevrolet impala,chevrolet impala,172078,0.039338024,Positive,1966 chevrolet impala,3.0,3.0,2.0,22.0,24.0,Valentine's Day,22.0,22.0,"$110,485,654 ",Warner Bros.
2010,chevrolet malibu,chevrolet malibu,198770,0.23025599100000002,Positive,2010 chevrolet malibu,3.0,3.0,1.0,17.0,18.0,Little Fockers,37.0,37.0,"$84,557,425 ",Universal Pictures
2010,chevrolet silverado,chevrolet silverado,370135,0.169300318,Positive,2002 chevrolet silverado,3.0,3.0,1.0,3.0,4.0,Due Date,26.0,26.0,"$98,935,039 ",Warner Bros.
2010,chevrolet suburban,chevrolet suburban,45152,0.099792961,Positive,1977 chevrolet suburban,4.0,4.0,8.0,14.0,22.0,Crazy Heart,84.0,84.0,"$38,983,106 ",Fox Searchlight Pictures
2010,chevrolet tahoe,chevrolet tahoe,75675,0.03304939,Positive,2005 chevrolet tahoe,3.0,3.0,3.0,14.0,17.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,chevrolet trailblazer,chevrolet trailblazer,218,-0.975308642,Negative,2006 chevrolet trailblazer,1.0,1.0,0.0,2.0,2.0,The Town,32.0,32.0,"$92,155,037 ",Warner Bros.
2010,chevrolet traverse,chevrolet traverse,106744,0.172057887,Positive,2009 chevrolet traverse,1.0,1.0,0.0,1.0,1.0,The Town,32.0,32.0,"$92,155,037 ",Warner Bros.
2010,chevrolet uplander,,76,-0.956769056,Negative,,,,,,,,,,,
2010,chrysler 300,chrysler 300,37116,-0.038595037,Negative,2008 chrysler 300,4.0,4.0,2.0,9.0,11.0,Daybreakers,100.0,100.0,"$30,101,577 ",Lionsgate
2010,chrysler aspen,chrysler aspen,30,-0.9949966640000001,Negative,2009 chrysler aspen,1.0,1.0,0.0,1.0,1.0,The Town,32.0,32.0,"$92,155,037 ",Warner Bros.
2010,chrysler pt cruiser,chrysler pt cruiser,9440,-0.47383089,Negative,2003 chrysler pt cruiser,2.0,2.0,0.0,6.0,6.0,Kick-Ass,70.0,70.0,"$48,071,303 ",Lionsgate
2010,chrysler sebring,chrysler sebring,35585,0.295884924,Positive,2007 chrysler sebring,2.0,2.0,0.0,9.0,9.0,Up in the Air,68.0,68.0,"$50,168,168 ",Paramount Pictures
2010,chrysler town & country,chrysler town & country,112275,0.327786845,Positive,2008 chrysler town & country,3.0,3.0,1.0,2.0,3.0,Marmaduke,91.0,91.0,"$33,644,788 ",Twentieth Century Fox
2010,dodge avenger,dodge avenger,50923,0.308334618,Positive,2008 dodge avenger,1.0,1.0,0.0,3.0,3.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,dodge caliber,dodge caliber,45082,0.248878054,Positive,2007 dodge caliber,1.0,1.0,0.0,4.0,4.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,dodge challenger,dodge challenger,36791,0.42313940899999997,Positive,1970 dodge challenger,1.0,1.0,0.0,1.0,1.0,The Bounty Hunter,47.0,47.0,"$67,061,228 ",Sony Pictures Entertainment (SPE)
2010,dodge charger,dodge charger,75397,0.24312872,Positive,2006 dodge charger,3.0,3.0,2.0,6.0,8.0,The Town,32.0,32.0,"$92,155,037 ",Warner Bros.
2010,dodge dakota,dodge dakota,13047,0.220486436,Positive,2003 dodge dakota,2.0,2.0,0.0,1.0,1.0,Unstoppable,41.0,41.0,"$79,104,757 ",Twentieth Century Fox
2010,dodge durango,dodge durango,572,-0.837546152,Negative,1998 dodge durango,3.0,3.0,1.0,2.0,3.0,The Expendables,25.0,25.0,"$103,068,524 ",Lionsgate
2010,dodge grand caravan,dodge grand caravan,103323,0.139600291,Positive,1991 dodge grand caravan,1.0,1.0,0.0,3.0,3.0,Takers,60.0,60.0,"$57,744,720 ",Screen Gems
2010,dodge journey,dodge journey,48577,-0.097517928,Negative,2009 dodge journey,1.0,1.0,0.0,3.0,3.0,Due Date,26.0,26.0,"$98,935,039 ",Warner Bros.
2010,dodge nitro,,22618,0.296680617,Positive,,,,,,,,,,,
2010,dodge ram,dodge ram,199652,0.126272085,Positive,2009 dodge ram,2.0,2.0,0.0,11.0,11.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,dodge viper,,392,-0.186721992,Negative,,,,,,,,,,,
2010,ford crown victoria,ford crown victoria,33722,0.014043001000000001,Positive,2006 ford crown victoria,4.0,4.0,13.0,66.0,79.0,Cop Out,73.0,73.0,"$44,875,481 ",Warner Bros.
2010,ford edge,ford edge,118637,0.3398044,Positive,2008 ford edge,1.0,1.0,0.0,3.0,3.0,Dear John,40.0,40.0,"$80,014,842 ",Screen Gems
2010,ford escape,ford escape,191026,0.10391576699999999,Positive,2008 ford escape hybrid,3.0,3.0,1.0,11.0,12.0,The Back-up Plan,86.0,86.0,"$37,490,007 ",CBS Films
2010,ford expedition,ford expedition,37336,0.17946611899999998,Positive,2008 ford expedition el stretched limousine gen.3,3.0,3.0,1.0,2.0,3.0,Get Him to the Greek,53.0,53.0,"$60,974,475 ",Universal Pictures
2010,ford explorer,ford explorer,60687,0.162808967,Positive,1999 ford explorer,2.0,2.0,0.0,12.0,12.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,ford f-series,ford f-,528349,0.277362345,Positive,1955 ford f-100,3.0,3.0,9.0,40.0,49.0,The Expendables,25.0,25.0,"$103,068,524 ",Lionsgate
2010,ford flex,ford flex,34227,-0.11596972900000001,Negative,2009 ford flex,2.0,2.0,0.0,1.0,1.0,Kick-Ass,70.0,70.0,"$48,071,303 ",Lionsgate
2010,ford focus,ford focus,172421,0.074722781,Positive,2010 ford focus,2.0,2.0,0.0,14.0,14.0,Vampires Suck,88.0,88.0,"$36,661,504 ",Twentieth Century Fox
2010,ford fusion,ford fusion,219219,0.213360196,Positive,2010 ford fusion,2.0,2.0,0.0,7.0,7.0,Date Night,28.0,28.0,"$98,711,404 ",Twentieth Century Fox
2010,ford mustang,ford mustang,73716,0.106464734,Positive,2009 ford mustang,3.0,3.0,1.0,14.0,15.0,Kick-Ass,70.0,70.0,"$48,071,303 ",Lionsgate
2010,ford ranger,ford ranger,55364,-0.004244604,Negative,1995 ford ranger,1.0,1.0,0.0,2.0,2.0,Edge of Darkness,76.0,76.0,"$43,313,890 ",Warner Bros.
2010,ford taurus,ford taurus,68859,0.509503036,Positive,1996 ford taurus,4.0,4.0,1.0,18.0,19.0,Charlie St. Cloud,97.0,97.0,"$31,162,545 ",Universal Pictures
2010,ford taurus x,ford taurus x,12,-0.99803472,Negative,2008 ford taurus x,1.0,1.0,0.0,1.0,1.0,The Town,32.0,32.0,"$92,155,037 ",Warner Bros.
2010,gmc acadia,,68295,0.268952062,Positive,,,,,,,,,,,
2010,gmc canyon,gmc canyon,7992,-0.209260908,Negative,2006 gmc canyon,1.0,1.0,0.0,1.0,1.0,Takers,60.0,60.0,"$57,744,720 ",Screen Gems
2010,gmc envoy,,84,-0.982705374,Negative,,,,,,,,,,,
2010,gmc sierra,gmc sierra,129794,0.160512151,Positive,2007 gmc sierra,1.0,1.0,0.0,1.0,1.0,Yogi Bear,61.0,61.0,"$57,418,550 ",Warner Bros.
2010,gmc terrain,,60519,3.312620252,Positive,,,,,,,,,,,
2010,gmc torrent,,68,-0.992944594,Negative,,,,,,,,,,,
2010,gmc yukon,gmc yukon,28781,-0.021420557000000003,Negative,2007 gmc yukon denali,3.0,3.0,1.0,6.0,7.0,Hot Tub Time Machine,67.0,67.0,"$50,287,556 ",Metro-Goldwyn-Mayer (MGM)
2010,gmc yukon xl,,23797,0.41488792399999996,Positive,,,,,,,,,,,
2010,honda accord,honda accord,311381,0.07352028599999999,Positive,1996 honda accord,1.0,1.0,0.0,23.0,23.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,honda cr-v,honda cr-v,203714,0.065371782,Positive,1998 honda cr-v,3.0,3.0,1.0,4.0,5.0,Tooth Fairy,56.0,56.0,"$60,022,256 ",Twentieth Century Fox
2010,honda cr-z,,5249,inf,Positive,,,,,,,,,,,
2010,honda civic,honda civic,260218,0.001909734,Positive,1986 honda civic,2.0,2.0,0.0,21.0,21.0,The A-Team,42.0,42.0,"$77,222,099 ",Twentieth Century Fox
2010,honda element,,14247,-0.042797635,Negative,,,,,,,,,,,
2010,honda fcx,,17,2.4,Positive,,,,,,,,,,,
2010,honda fit,honda fit,54354,-0.192542524,Negative,2007 honda fit,1.0,1.0,0.0,3.0,3.0,The Bounty Hunter,47.0,47.0,"$67,061,228 ",Sony Pictures Entertainment (SPE)
2010,honda insight,,20962,0.018957807,Positive,,,,,,,,,,,
2010,honda odyssey,honda odyssey,108182,0.08038309,Positive,2002 honda odyssey,1.0,1.0,0.0,3.0,3.0,The Town,32.0,32.0,"$92,155,037 ",Warner Bros.
2010,honda pilot,honda pilot,102323,0.21956830100000002,Positive,2003 honda pilot,1.0,1.0,0.0,2.0,2.0,Wall Street: Money Never Sleeps,65.0,65.0,"$52,474,616 ",Twentieth Century Fox
2010,honda ridgeline,,16142,-0.019557823000000002,Negative,,,,,,,,,,,
2010,honda s2000,,85,-0.8930817609999999,Negative,,,,,,,,,,,
2010,hummer h2,hummer h2,151,-0.9001982820000001,Negative,2005 hummer h2 sut,1.0,1.0,0.0,2.0,2.0,Jackass 3D,21.0,21.0,"$117,052,883 ",Paramount Pictures
2010,hummer h3,,3661,-0.514005044,Negative,,,,,,,,,,,
2010,hyundai accent,hyundai accent,51975,-0.236627207,Negative,2009 hyundai accent,1.0,1.0,0.0,3.0,3.0,The Town,32.0,32.0,"$92,155,037 ",Warner Bros.
2010,hyundai azera,,3051,-0.198792017,Negative,,,,,,,,,,,
2010,hyundai elantra,hyundai elantra,132246,0.280597275,Positive,2001 hyundai elantra,1.0,1.0,0.0,7.0,7.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,hyundai genesis,hyundai genesis,29122,0.330439947,Positive,2009 hyundai genesis,3.0,3.0,1.0,0.0,1.0,Inception,6.0,6.0,"$292,558,188 ",Warner Bros.
2010,hyundai santa fe,,76680,-0.045592024,Negative,,,,,,,,,,,
2010,hyundai sonata,hyundai sonata,196623,0.638142767,Positive,2006 hyundai sonata,2.0,2.0,0.0,10.0,10.0,Hereafter,93.0,93.0,"$32,684,455 ",Warner Bros.
2010,hyundai tucson,hyundai tucson,39594,1.569203815,Positive,hyundai tucson,1.0,1.0,0.0,4.0,4.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,hyundai veracruz,,8741,-0.14387855,Negative,,,,,,,,,,,
2010,infiniti g,infiniti g,58143,0.23252215199999998,Positive,2005 infiniti g35,1.0,1.0,0.0,6.0,6.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,infiniti q70/m,,14618,0.719562404,Positive,,,,,,,,,,,
2010,infiniti ex/qx50,infiniti ex,8312,0.045534591,Positive,2008 infiniti ex35,1.0,1.0,0.0,1.0,1.0,Edge of Darkness,76.0,76.0,"$43,313,890 ",Warner Bros.
2010,infiniti qx70/fx,infiniti fx,10420,-0.05478955,Negative,2003 infiniti fx,1.0,1.0,0.0,1.0,1.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,infiniti qx80/qx56,,11918,0.850621118,Positive,,,,,,,,,,,
2010,jaguar xf,jaguar xf,6925,-0.184142319,Negative,2009 jaguar xf [x250],1.0,1.0,0.0,1.0,1.0,Marmaduke,91.0,91.0,"$33,644,788 ",Twentieth Century Fox
2010,jaguar xj,jaguar xj,4278,2.684754522,Positive,jaguar xj [x350],1.0,1.0,0.0,6.0,6.0,The Karate Kid,11.0,11.0,"$176,591,618 ",Sony Pictures Entertainment (SPE)
2010,jaguar xk,,2137,-0.060246262,Negative,,,,,,,,,,,
2010,jeep commander,jeep commander,8115,-0.358751482,Negative,2006 jeep commander,1.0,1.0,0.0,1.0,1.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,jeep compass,,15894,0.35394837700000004,Positive,,,,,,,,,,,
2010,jeep grand cherokee,jeep grand cherokee,84635,0.6816682559999999,Positive,1993 jeep grand cherokee,3.0,3.0,1.0,12.0,13.0,The Town,32.0,32.0,"$92,155,037 ",Warner Bros.
2010,jeep liberty,jeep liberty,49564,0.139323725,Positive,2002 jeep liberty,2.0,2.0,0.0,4.0,4.0,Dear John,40.0,40.0,"$80,014,842 ",Screen Gems
2010,jeep patriot,,38620,0.22868414399999998,Positive,,,,,,,,,,,
2010,jeep wrangler,jeep wrangler,94310,0.149505144,Positive,2007 jeep wrangler unlimited,2.0,2.0,0.0,9.0,9.0,The Twilight Saga: Eclipse,5.0,5.0,"$300,531,751 ",Summit Entertainment
2010,kia amanti,kia amanti,281,-0.924136069,Negative,2007 kia amanti,2.0,2.0,0.0,1.0,1.0,Salt,19.0,19.0,"$118,311,368 ",Sony Pictures Entertainment (SPE)
2010,kia borrego,,9835,-0.066001899,Negative,,,,,,,,,,,
2010,kia forte,,68500,1.6017927680000001,Positive,,,,,,,,,,,
2010,kia optima,kia optima,27382,-0.27033868899999997,Negative,2003 kia optima,1.0,1.0,0.0,1.0,1.0,Death at a Funeral,77.0,77.0,"$42,739,347 ",Screen Gems
2010,kia rio,kia rio,24619,-0.28982288100000003,Negative,2006 kia rio,1.0,1.0,0.0,4.0,4.0,Date Night,28.0,28.0,"$98,711,404 ",Twentieth Century Fox
2010,kia rondo,,3588,-0.7474306629999999,Negative,,,,,,,,,,,
2010,kia sedona,kia sedona,21823,-0.20348200600000002,Negative,2006 kia sedona,1.0,1.0,0.0,1.0,1.0,The Expendables,25.0,25.0,"$103,068,524 ",Lionsgate
2010,kia sorento,,108985,3.455641864,Positive,,,,,,,,,,,
2010,kia soul,,67110,1.122323772,Positive,,,,,,,,,,,
2010,kia spectra,kia spectra,272,-0.9942267690000001,Negative,2004 kia spectra,1.0,1.0,0.0,4.0,4.0,Due Date,26.0,26.0,"$98,935,039 ",Warner Bros.
2010,kia sportage,,23873,-0.43840128,Negative,,,,,,,,,,,
2010,land rover discovery / lr4,,7122,1.2277134809999999,Positive,,,,,,,,,,,
2010,land rover lr2,,3649,-0.176855403,Negative,,,,,,,,,,,
2010,land rover range rover,land-rover range rover,8746,0.196115974,Positive,2006 land-rover range rover series iii,3.0,3.0,4.0,5.0,9.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,land rover range rover sport,land-rover range rover sport,12347,0.086501232,Positive,2005 land-rover range rover sport,2.0,2.0,0.0,4.0,4.0,Inception,6.0,6.0,"$292,558,188 ",Warner Bros.
2010,lexus es/es350,lexus es,48652,0.003444364,Positive,2000 lexus es 300,1.0,1.0,0.0,8.0,8.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,lexus gs,lexus gs,7059,-0.049932705,Negative,2000 lexus gs,1.0,1.0,0.0,2.0,2.0,Edge of Darkness,76.0,76.0,"$43,313,890 ",Warner Bros.
2010,lexus gx/gx460,,16450,1.6383319969999999,Positive,,,,,,,,,,,
2010,lexus hs/hs250h,,10663,0.591730109,Positive,,,,,,,,,,,
2010,lexus is,lexus is,34129,-0.10368463900000001,Negative,2001 lexus is 300,1.0,1.0,0.0,1.0,1.0,Edge of Darkness,76.0,76.0,"$43,313,890 ",Warner Bros.
2010,lexus ls,lexus ls,12275,0.083024528,Positive,2004 lexus ls 430,2.0,2.0,0.0,1.0,1.0,A Nightmare on Elm Street,50.0,50.0,"$63,075,011 ",Warner Bros.
2010,lexus lx/lx570,,3983,0.101493363,Positive,,,,,,,,,,,
2010,lexus rx,lexus rx,95790,0.02581951,Positive,lexus rx,1.0,1.0,0.0,2.0,2.0,Easy A,59.0,59.0,"$58,401,464 ",Screen Gems
2010,lexus sc430,,328,-0.544444444,Negative,,,,,,,,,,,
2010,lincoln mks,lincoln mks,14417,-0.160533364,Negative,2009 lincoln mks,1.0,1.0,0.0,1.0,1.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,lincoln mkt,,7435,1.881782946,Positive,,,,,,,,,,,
2010,lincoln mkx/nautilus,lincoln mkx,21932,0.023281855,Positive,2007 lincoln mkx,1.0,1.0,0.0,1.0,1.0,Edge of Darkness,76.0,76.0,"$43,313,890 ",Warner Bros.
2010,lincoln mkz,lincoln mkz,22535,0.020560663,Positive,2007 lincoln mkz,1.0,1.0,0.0,1.0,1.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,lincoln navigator,lincoln navigator,8245,0.023333747000000002,Positive,2007 lincoln navigator l,3.0,3.0,1.0,5.0,6.0,Get Him to the Greek,53.0,53.0,"$60,974,475 ",Universal Pictures
2010,lincoln town car,lincoln town car,11264,-0.009758242,Negative,2003 lincoln town car stretched limousine,3.0,3.0,3.0,27.0,30.0,Alvin and the Chipmunks: The Squeakquel,27.0,27.0,"$98,887,330 ",Twentieth Century Fox
2010,mazda 3,mazda 3,106353,0.125833633,Positive,2004 mazda 3,1.0,1.0,0.0,5.0,5.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,mazda 5,mazda 5,15683,-0.151720035,Negative,2008 mazda 5,1.0,1.0,0.0,1.0,1.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,mazda 6,mazda 6,35662,0.022830264,Positive,2009 mazda 6,1.0,1.0,0.0,6.0,6.0,The Other Guys,18.0,18.0,"$119,219,978 ",Sony Pictures Entertainment (SPE)
2010,mazda b-series,,10,-0.982547993,Negative,,,,,,,,,,,
2010,mazda cx-7,,28788,0.39862993700000005,Positive,,,,,,,,,,,
2010,mazda cx-9,mazda cx-9,28908,0.367972743,Positive,2007 mazda cx-9,1.0,1.0,0.0,1.0,1.0,The Bounty Hunter,47.0,47.0,"$67,061,228 ",Sony Pictures Entertainment (SPE)
2010,mazda mx-5 miata,mazda mx-5 miata,6370,-0.19540229899999997,Negative,2007 mazda mx-5 miata,2.0,2.0,0.0,1.0,1.0,Paranormal Activity 2,36.0,36.0,"$84,612,342 ",Paramount Pictures
2010,mazda rx-8,mazda rx-8,1134,-0.48849797,Negative,mazda rx-8,1.0,1.0,0.0,1.0,1.0,Burlesque,87.0,87.0,"$37,403,047 ",Screen Gems
2010,mazda tribute,,3637,-0.341719457,Negative,,,,,,,,,,,
2010,mercedes-benz c-class,mercedes-benz c,58785,0.12127339,Positive,mercedes-benz c-klasse [w204],1.0,1.0,0.0,8.0,8.0,Harry Potter and the Deathly Hallows: Part 1,7.0,7.0,"$280,230,127 ",Warner Bros.
2010,mercedes-benz cl-class,mercedes-benz cl,1035,-0.151639344,Negative,2007 mercedes-benz cl 550 [c216],1.0,1.0,0.0,1.0,1.0,Valentine's Day,22.0,22.0,"$110,485,654 ",Warner Bros.
2010,mercedes-benz clk-class,mercedes-benz clk,585,-0.918181818,Negative,mercedes-benz clk [a208],1.0,1.0,0.0,2.0,2.0,Harry Potter and the Deathly Hallows: Part 1,7.0,7.0,"$280,230,127 ",Warner Bros.
2010,mercedes-benz cls-class,mercedes-benz cls,2135,-0.155124654,Negative,2006 mercedes-benz cls 63 amg [c219],2.0,2.0,0.0,4.0,4.0,The A-Team,42.0,42.0,"$77,222,099 ",Twentieth Century Fox
2010,mercedes-benz e-class,mercedes-benz e,60922,0.41442236299999996,Positive,2010 mercedes-benz e-klasse [w212],3.0,3.0,1.0,8.0,9.0,The A-Team,42.0,42.0,"$77,222,099 ",Twentieth Century Fox
2010,mercedes-benz g-class,mercedes-benz g,919,0.38821752299999995,Positive,2009 mercedes-benz g-klasse [w463],2.0,2.0,0.0,2.0,2.0,Sex and the City 2,29.0,29.0,"$95,347,692 ",Warner Bros.
2010,mercedes-benz gl-class/gls-class,,19943,0.328470557,Positive,,,,,,,,,,,
2010,mercedes-benz gle-class/m-class,,29698,0.15112988900000002,Positive,,,,,,,,,,,
2010,mercedes-benz glk-class,,20946,-0.045479402,Negative,,,,,,,,,,,
2010,mercedes-benz r-class,,2937,0.039646018,Positive,,,,,,,,,,,
2010,mercedes-benz s-class,mercedes-benz s,13608,0.21510849199999998,Positive,2007 mercedes-benz s 550 [w221],3.0,3.0,2.0,15.0,17.0,The Bounty Hunter,47.0,47.0,"$67,061,228 ",Sony Pictures Entertainment (SPE)
